"","cock_id","cockname","alcohol","base","taste","contents"
"78",78,"엔젤스 팁 [   Angel's Tip ]","약 10˚","리큐어","달콤한 맛","'천사의 팁'이라는 이름의 달콤한 식후 칵테일이다. 크렘 드 카카오(브라운)와 생크림의 결합이 조화를 이루어 부드러운 맛을 만들어 내고 있다. 생크림은 크렘 드 카카오(브라운)와 섞이지 않도록 띄워 놓는다. 생크림 위에 떠 있는 것 같은 붉은 체리가 천사의 팁이다. 리큐어 글라스에 크렘 드 카카오(브라운)를 따르고 그 위에 생크림을 살짝 띄운 다음 칵테일핀에 꽂은 붉은 체리를 걸쳐 놓는다. 엔젤스 팁에서 크림 위에 브랜디를 띄우면 '엔젤스 윙(Angel's Wing)' 이 된다."
"79",79,"엘 프레지덴테 [   El Presidente ]","약 30˚","럼","조금 쓴맛","엘 프레지덴테란 스페인어로 '대통령' 또는 '사장'이라는 뜻이다. 대통령이나 사장과 같은 위엄이 느껴지는 칵테일이다. 드라이 베르무트의 약초 향기와 오렌지 퀴라소의 맛이 뛰어난 칵테일로 이것들이 럼이 가지고 있는 독한 맛을 부드럽게 감싸고 있다. 재료 중에 드라이 베르무트을 빼고 셰이크해서 만들면 '프레지던트(President)'라는 칵테일이 된다. 얼음이 든 믹싱 글라스에 화이트 럼 1½온스, 드라이 베르무트 ½온스, 오렌지 퀴라소 ½온스, 그레나딘 시럽 1대시를 넣고 가볍게 저은 다음 칵테일 글라스에 따른다. 이 외에 다른 유형으로 만들어지는 칵테일도 있다."
"80",80,"오렌지 블로섬 [   Orange Blossom ]","약 24˚","진","약간 쓴맛에 오렌지의 상큼한 향이 남","오렌지 블로섬은 '오렌지의 꽃'이라는 뜻이다. 미국에서 금주법이 실시 되었을 때 밀조된 조악한 진의 냄새를 없애기 위해 오렌지를 첨가한 것이 유래이다. 또, 오렌지는 꽃말이 '순결'이기 때문에 웨딩 드레스에 장식하는 꽃으로 사용되는 경우도 많다. 피로회복을 위한 식전용 술로 애음된다. 셰이커에 진 1½온스, 오렌지 주스 1½온스와 설탕시럽 2티스푼과 얼음을 넣고 흔든 후 글라스에 따른다."
"81",81,"올드 팔 [   Old Pal ]","약 24˚","아메리칸 위스키","약간 단맛","올드 팔은 오래된 친구 또는 친한 친구라는 뜻이다. 문자 그대로 오래 전부터 사람들이 마셔온 친숙한 칵테일로 젊은이들에게도 인기가 있다. 화려한 붉은 색채가 나기 때문에 어른스러운 느낌이 드는 칵테일이다. 희미한 단맛과 씁쓸한 맛은 젊었을 무렵의 우정과 어울리는 맛이라고 할 수 있다. 식전에 마시면 좋은 칵테일이다. 아메리칸 위스키 1½온스, 드라이 베르무트 ⅓온스, 캄파리 ⅓온스와 얼음을 믹싱글라스에 넣고 바스푼으로 저은 다음 글라스에 따른다. 이 외에도 버번 위스키 1½온스, 스위트 베르무트 ⅓온스, 그레나딘 시럽 ⅓온스로 만드는 다른 유형의 올드 팔도 있다."
"82",82,"올드 패션드 [   Old Fashioned ]","약 32˚","위스키","약간 쓴맛","미국 켄터키주의 벤텐스클럽에 모여든 경마팬을 위해 만들어진 칵테일이라고 한다. 당시 유행 하던 '토디(Tody)'와 맛과 형태가 비슷해 지난 날의 기억을 되살려 준다는 의미로 붙은 이름이다. 이 칵테일은 전용 글라스까지 있을 정도로 인기가 높다. 전용 글라스에 각설탕 1개를 넣고 앙고스투라 비터스 1대시~2대시를 떨어뜨린 다음 약간의 소다수로 녹여준 후 각얼음을 넣는다. 약한 술을 원하면 아메리칸 위스키, 강한 술을 원하면 버번 위스키를 1온스~1½온스를 넣는다. 마지막으로<U+00A0>오렌지, 체리를 글라스에 장식한다. 각설탕 대신 설탕시럽 또는 가루설탕을 사용하여도<U+00A0>된다."
"83",83,"올림픽 [   Olympic ]","약 20˚","브랜디","상큼한 맛","1900년에 프랑스 파리에서 열린 제2회 올림픽경기대회를 기념하기 위해 프랑스에서 처음 만들어진 칵테일이다. 온화한 색 배합이 세계 평화와 친선을 표현하고 있다. 오렌지 주스의 달콤한 맛이 브랜디와 어울려 감칠맛이 난다. 오렌지는 직접 짠 것을 사용하면 더욱 맛이 있다. 브랜디 ⅔온스, 오렌지 퀴라소(Curacao) ⅔온스, 오렌지 주스 ⅔온스와 얼음을 셰이커 넣고 흔든 후 글라스에 따른다. 오렌지 퀴라소(Curacao) 대신 트리플섹 또는 코앙트로를 사용해도 된다."
"84",84,"와인 쿨러 [   Wine Cooler ]","약 12˚","와인","깔끔한 맛","와인을 베이스로 한 쿨러 스타일의 롱 드링크이다. 이 칵테일에는 일정한 레시피가 없기 때문에 베이스가 되는 와인도 레드, 화이트, 로제 어느 것이라도 좋다. 여기서는 레드 와인을 이용한 레시피이다. 그레나딘 시럽, 오렌지 퀴라소, 레드 와인이 만들어 내는 그라데이션도 즐길 수 있다. 청량감이 있고 과일 맛이 나는 칵테일로 여름의 무더운 날씨에 어울린다. 글라스에 와인 3온스, 오렌지 퀴라소 ½온스, 그레나딘 시럽 ½온스, 오렌지 주스 1온스를 붓고 가볍게 저어 크러시드 아이스(잘게 부순 얼음)을 채운 다음 오렌지 조각 등으로 장식하고 빨대를 꽂는다. 레드 와인과 진저 에일로 만든 와인 쿨러도 있다."
"85",85,"워드 에이트 [   Ward eight ]","약 18˚","위스키","약간 단맛","보스턴의 구 행정구역이 나뉜 것을 기념하여 만들어진 칵테일이다. 워드 에이트는 행정구역이 '8개의 구'로 나뉘었다는 것을 뜻한다.<U+00A0>워드 칵테일 혹은 스코티시 가스라고도 불린다. 아메리칸 위스키에 레몬과 오렌지 주스의 과일 맛이 가미되어 세련된 느낌으로<U+00A0>완성된 칵테일이다. 셰이커에 아메리칸 위스키 1½온스, 레몬 주스 ½온스, 오렌지 주스 ½온스, 그레나딘 시럽 2대시와 얼음을 넣고 흔든 후 글라스에 따른다. 새콤한 맛에 짙은 갈색의 칵테일이다. 장식은 오렌지, 레몬, 체리로 해준다."
"86",86,"위스키 미스트 [   Wisky Mist ]","약 30˚","위스키","쓴맛","위스키를 베이스로 한 미스트 스타일의 드링크이다. 사용하는 위스키의 종류에 따라 이름이 다르게 불리는데, 스카치 위스키를 넣으면<U+00A0>스카치 미스트, 버번 위스키를 사용하면 버번 미스트라고 한다. 셰이커에 위스키를 얼음과 함께 넣고 흔든 후 글라스에 따르고 레몬을 짜서 넣는다. 크러시드 아이스를 채운 글라스에 위스키를 따른 후<U+00A0>마실 사람한테 빌드의 종류를 선택하게 한다. 기호와 먹는 방법에 따라 여러가지 타입의 위스키를 즐길 수 있어 많은 사람들에게 사랑받고 있는 칵테일이다."
"87",87,"위스키 토디 [   Whisky Toddy ]","약 13˚","위스키","쓴맛","위스키를 베이스로 한 토디 스타일의 롱 드링크이다. 레몬을 넣어 상큼한 향이 나고, 설탕을 넣어 달콤한 맛이 나기 때문에 술이 약한 여성들이 마시기 좋다. 비슷한 종류의 칵테일로는 열탕을 사용한 핫 위스키 토티가 있다. 하이 볼 글라스에 설탕 1티스푼을 넣고 소량의 미네랄 워터를 넣어 녹인다. 위스키 1½온스를 넣은 후<U+00A0>차갑게 만든 미네랄 워터를 가득 담은 다음 레몬 슬라이스로 장식한다."
"88",88,"위스키 플로트 [   Whishkey Float ]","약 13˚","위스키","쓴맛","'띄운다'란 의미를 지니고 있는 '플로트(Float)' 스타일의 롱 드링크이다. 심플한 기법으로 만드는 세련된 칵테일로 쓴맛이 많이 난다. 위스키와 미네랄 워터의 비중 차이로 인해 두 층으로 분할된 미묘한 모습은 보는 맛까지 한 몫 더해 준다. 아름다운 층을 만드는 비결은 위스키를 따를 때 가능한 천천히 따르는 것이다. 얼음을 넣은 하이 볼 글라스에 미네랄 워터를 70% 정도를 넣고, 위스키 1½온스를 천천히<U+00A0>따라서 만든다."
"89",89,"유키구니 [   Yukiguni ]","약 30˚","보드카","조금 쓴맛","1958년 고토보키야(㈜산토리의 전신)가 주최한 칵테일 경연대회에서 1위에 오른 칵테일이다. 야마가타현의 이야마케이치씨의 작품이다. 눈을 상징하는 설탕 장식과 글라스 안의 민트 체리의 녹색이 눈이 내린 아름다운 모습을 훌륭하게 표현하고 있다. 이름도 좋고 현재까지도 많은 팬을 확보하고 있는 칵테일 중 하나이다. 하지만 아름다운 모습과는 달리 알코올 도수가 상당하기 때문에 마실 때 주의해야 한다.셰이커에 얼음과 보드카 1½온스, 화이트 퀴라소 ½온스, 라임 주스 ⅓온스를 넣고 잘 흔든 다음 설탕으로 플로트 해 놓은 올드 패션드 글라스에 따르고 민트 체리를 넣는다."
"90",90,"줌 칵테일 [   Zoom Cocktail ]","약 20˚","브랜디","부드러운 단맛","'줌(Zoom)'이라는 것은 물체가 급상승할 때에 나는 의성이다. 줌 칵테일은 벌꿀을 사용하였기 때문에 날아오르는 벌의 '날개소리'를 의미한다고 할 수 있다. 깊은 맛이 나기 때문에 식후주에 적합하다. 베이스를 위스키로 바꾸면 위스키 줌 칵테일, 진으로 바꾸면 진 줌 칵테일이라는 이름이 된다. 브랜디 1온스, 벌꿀 ½온스, 생크림 ½온스와 얼음을 셰이커에 넣고 충분히 흔든 후 글라스에 따른다. 벌꿀을 사용했기 때문에 충분히 흔들어야 한다."
"91",91,"진 리키 [   Gin Rickey ]","약 14˚","진","새콤한 맛","워싱턴DC 로비스트였던 조 리키(통칭 짐)가 마음에 들어했던 슈메카즈 레스토랑에서 고안했던 칵테일로 시지만 깔끔한 맛이 난다.<U+00A0>부드럽게 입에 닿는 느낌을 좋아하는 사람에게 추천한다. 하이 볼 글라스에 라임 즙을 짜서 넣고, 짠 라임을 그대로 담근다. 드라이 진 1온스, 라임 주스 ½온스와 얼음을 넣는다. 여기에 찬 소다수를 적당히 채운다.
- 레몬 웨지(Lemon Wedge)<U+00A0>: 레몬을 ¼등분하고 그것을 다시 ¼등분하여 초승달 모양으로 얇게 썬 조각을 말한다."
"92",92,"진 앤 잇 [   Gin & It ]","약 33˚","진","약간 단맛","진 이탈리안이라고도 한다. 잇(it)은 영어의 지시대명사가 아니고, 스위트 베르무트의 옛날 이름이었던 이탈리안 베르무트(Italian Vermouth)의 약어이다. 드라이 진과 단맛이 나는 스위트 베르무트를 사용한다. 프랑스에서 주로 생산되는 쓴맛의 드라이 베르무트를 사용하면, 진 앤 프렌치가 된다. 드라이 진 1½온스, 스위트 베르무트 1½온스를 차분히 글라스에 따른다. 얼음을 사용하지 않는 것이 특징이다."
"93",93,"진 토닉 [   Gin & Tonic ]","약 14˚","진","진의 맛이 강함","진을 베이스로 한 롱 드링크 스타일의 칵테일이다. 진의 깊은 맛에 토닉워터를 첨가하여 끝 맛은 깔끔하다. 최근, 이런 진 드링크에 소다수를 소량 넣은 진 소닉이라고 불리는 칵테일이 인기를 얻고 있다. 얼음을 넣은 하이 볼 글라스에 드라이 진 45㎖를 따른 다음 토닉워터로 잔을 채운다. 글라스 가장자리를 레몬이나 라임으로 장식한다."
"94",94,"체리 블로섬 [   Cherry Blossom ]","약 30˚","리큐어","단맛","벚꽃을 형상화해서 만든 일본산 칵테일이다. 체리 브랜디를 베이스로 일본인 타오오사부로씨가 고안한 칵테일이다. 완성된 칵테일의 색은 일본의 벚꽃 보다는 미국의 체리 색에 가깝다. 맛은 약간 진하지만 향기는 더없이 상큼하다. 셰이커에 얼음과 체리 브랜디 1온스, 브랜디 ½온스, 오렌지 퀴라소 ⅓온스, 그레나딘 시럽 ⅓온스, 레몬 주스 ⅓온스를 넣고 잘 흔든 다음 칵테일 글라스에 따른다."
"95",95,"치치 [   Chi chi ]","약 7˚","보드카","파인애플과 우유 맛","치치라는 것은 미국의 속어로 '세련된' 또는 '멋진'이라는 의미이며, 프랑스어로는 '융숭한 대접'을 가리킨다. 하와이에서 태어난 트로피컬 칵테일이다. 파인애플 주스와 코코넛 밀크를 많이 사용했기 때문에 파인애플 향이 강한 우유 맛이 난다. 보드카를 럼(화이트)으로 바꾸면 피나 콜라다가 된다. 블렌더에 얼음과 보드카 1온스, 파인애플 주스 2온스, 코코넛 밀크 1온스를 넣고 흔든다. 크러시드 아이스를 가득 채운 글라스에 칵테일을 따르고 파인애플, 마라스키노 체리, 계절 꽃을 장식하고 빨대를 꽂는다."
"96",96,"카페 로열 [   Cafe Royal ]","약 20˚","브랜디","약간 단 커피맛","카페 로열이라는 것은 '왕족의 커피'라는 의미이다. 나폴레옹이 자주 마셨다는 칵테일이다. 특징은 카페 로열용 스푼을 컵에 걸치고, 각설탕을 올린 후 그 위에 브랜디를 붓고 불을 붙이는 것이다. 푸른 불빛이 올라오며 흔들리기 시작할 때 주변의 불빛을 없애면 환상적인 분위기가 연출된다. 브랜디 1티스푼, 각설탕 1개, 핫 커피 적당량이 필요하다. 따뜻한 커피잔에 뜨거운 커피를 따른다. 카페 로열용 티스푼을 컵에 걸친 다음 스푼 위에 각설탕 1개를 올려 놓는다. 각설탕<U+00A0>위에 브랜디 1티스푼을 붓고 불을 붙인다."
"97",97,"캄파리 앤 소다 [   Campari & Soda ]","약 10˚","리큐어","씁쓸한 맛","이탈리아의 대표적인 리큐어인 캄파리에 소다수를 가미한 인기 있는 칵테일이다. 롱 드링크 스타일로는 드물게 식전 칵테일이다. 본 고장 이탈리아에서는 붉은 글라스를 지중해의 태양으로 간주하고 한숨에 다 마시는 것이 원칙이라고 한다. 캄파리 특유의 강한 쓴맛과 소다수의 탄산이 식욕을 돋구어주기 때문에 유럽의 레스토랑에서는 식전주로 인기가 높다. 최근에는 파티석상의 드링크나 스포츠 후에도 즐겨 마시고 있다. 얼음을 넣은 하이 볼 글라스에 캄파리를 따르고 소다수를 채운 다음 조각으로 자른 오렌지나 슬라이스 한 것을 사용해 장식한다."
"98",98,"캄파리 앤 오렌지 [   Campari & Orange ]","약 10˚","리큐어","조금 쓴맛","이탈리아의 대표적인 리큐어인 캄파리에 오렌지 주스를 가미한 인기 있는 칵테일이다. 약초를 넣어 만든 캄파리 특유의 강한 쓴맛을 오렌지 주스의 새콤달콤한 맛이 순화시켜서 식전은 물론 일상적인 드링크로도 폭넓은 계층에서 사랑받고 있다. 각자 기호에 따라 캄파리의 양을 조절할 수 있다. 칵테일의 붉은 색과 오렌지 장식과의 색 대비도 아름답다. 얼음을 넣은 하이 볼 글라스에 캄파리 1~½온스, 오렌지 주스 적당량을 따르고 가볍게 저은 다음 오렌지 슬라이스나 오렌지 조각으로 장식한다."
"99",99,"캘리포니아 레모네이드 [   California Lemonade ]","약 13˚","위스키","새콤달콤 함","푸른 하늘과 바다, 화창한 날씨<U+00A0>때문에 많은 젊은이들이 모이는 미국 서해안의 캘리포니아 주의 이름을 붙인 칵테일이다. 이름 그대로 캘리포니아의 쾌청한 이미지를 떠올릴 수 있을 만큼 상큼한 맛이 난다. 레몬, 라임의 향과 등과 약간 취할 정도의<U+00A0>소다수가 산뜻하게 입에 달라붙는 역할을 한다. 버번의 향기로운 향과 레모네이드의 신맛이 조화를 이루어 새콤달콤한 맛을 동시에 즐길 수 있는 칵테일이다. 소다수를 제외한 재료들을 얼음과 함께 셰이커에 넣고 흔든 후 콜린스 글라스에 따른다. 소다수를 가득 채우고 잘라 놓은 레몬 슬라이스로 장식한다."
"100",100,"코스모폴리탄 [   Cosmopolitan ]",NA,"보드카","깔끔하면서 약간 새콤한 맛","코스모폴리탄은 도회적이면서 세련된 맛의 칵테일로 각각의 재료가 서로 잘 어울림으로써, 요즘 들어 유행하는 모던 스타일의 칵테일이다. 위의 방법 외에도 다른 유형의 칵테일도 있다."
"101",101,"쿠바 리버 [   Cuba Libre ]","약 12˚~16˚","럼","깔끔한 맛","1902년, 스페인의 식민지였던 쿠바의 독립운동 당시에 생겨난 ""Viva Cuba Libre (자유 쿠바 만세)""라는 표어에서 유래된 이름이다. 이 표어는 독립 후에도 쿠바에서 건배 할 때 쓰는 합창으로 남아 있다가 그대로 칵테일의 이름이 되었다고 한다. 'Cuba Libre'는 영어식으로 읽으면 쿠바 리버이고, 스페인식으로 읽으면 쿠바 리브레이다. 쿠바 리버는 당시 독립전쟁을 지원하기 위하여 하바나에 주둔해 있던 미군 소위가 술집에서 우연히 럼에 콜라를 넣어 마신 것에서 탄생해서 유행한 칵테일로 남미지역을 중심으로 더운 지역에서 흔히 마신다. 쿠바산 럼에 미국산 콜라를 넣어 양국의 연대감을 나타낸 것이 이 칵테일로 정치적인 의미가 짙다. 현재는 소원해진 양국 관계처럼 쿠바에서 사랑받는 칵테일은 아니다. 쿠바 리버는 얼음을 넣은 하이 볼 글라스에 화이트 럼 1~1½온스에 라임 주스 ½온스를 넣고 콜라 적당량을 채운 후 잘 저어주고 레몬 또는 라임 조각으로 장식한다. 럼 특유의 달콤한 향기에 콜라의 단 맛과 라임의 신 맛이 가미되어 상큼함을 더한다. 럼 대신에 리큐어를 넣으면 '쿠바 리버 슈브림'이라는 칵테일이 된다."
"102",102,"클래식 [   Classic ]","약 26˚","브랜디","약간 단맛","글라스 가장자리에 설탕을 묻혀 단맛이 나기 때문에 클래식이라는 이름 그대로 고전적인 느낌을 준다. 오렌지 퀴라소(Curacao)와 마라스키노(Maraschino)를 사용하기 때문에 다소 단맛이 강하게 느껴진다. 기호에 따라 스노우 스타일로 하지 않고 레몬을 짜서 넣고 장식해도 된다. 식후에 마시기 적합한 칵테일이다. 셰이커에 브랜디 1온스, 오렌지 퀴라소 ⅓온스, 마라스키노 ⅓온스, 레몬 주스 ½온스와 얼음을 넣고 흔든다. 스노우 스타일의 글라스에 재료를 따른다."
"103",103,"키르 [   Kir ]","약 14˚","와인","조금 쓴맛","프랑스 부르고뉴 지방의 디종시에서 시장을 지낸 캐농 패릭스 키르가 고안한 칵테일이다. 키르는 1945년부터 20년 이상 디종시의 시장을 지낸 사람으로, 89세에 5번째 시장 당선시 14세 아래인 스태프가 '나이가 너무 많다'며 제외시킨 일화로 유명하다. 대단한 미식가였던 키르는 보르고뉴 지방 특산물인 신맛이 강하고 쌉쌀한 와인을 보다 맛있게 마실 수 있도록 한 처방이었다. 칵테일 키르는 화이트 와인의 매출증가를 가져와 경제 발전에도 크게 공헌했다. 화이트 와인의 풍미에 크렘 드 카시스의 향기와 단맛이 섞여서 우아한 맛으로 마무리된다. 식전주로써 최적의 칵테일이다. 와인 글라스에 차갑게 식힌 화이트 와인 4온스, 크렘 드 카시스 크림 ⅓온스를 부은 다음 가볍게 젓는다. 화이트 와인의 맛을 살리기 위해 크렘 드 카시스는 많이 넣지 않는다. 와인 대신에 샴페인을 사용하면 '키르 로열(Kir Royal)'이 된다."
"104",104,"키스 오브 파이어 [   Kiss of Fire ]","약 25˚","보드카","새콤한 맛","1955년에 개최되었던 제5회 일본바텐더경연대회에서 1위를 차지했던 칵테일이다. 이시오가켄지[石岡賢司]가 만든 작품이다. 화려한 붉은색에<U+00A0>스노우 스타일로 연출한 아름다운 칵테일이다.<U+00A0>글라스 가장자리에 레몬즙을 적신 후<U+00A0>설탕을 묻히는 것이 포인트이다.<U+00A0>비교적 단맛이 나지만, 슬로 진(Sloe Gin)과 드라이 베르무트(약초 와인)의 떫은 듯한 맛이 가미되어 독특하다.<U+00A0>셰이커에 얼음과 보드카 1온스, 슬로 진 ½온스, 드라이 베르무트 ½온스, 레몬 주스 ½온스를 넣고 흔든 다음 스노우 스타일의 칵테일 글라스에 따른 후 슈가 리밍으로 장식한다.
- 슈가 리밍 : 컵 가장자리에 설탕을 묻히는 기법"
"105",105,"탱고 [   Tango ]","약 27˚","진","약간 단맛","탱고라는 것은 댄스 스텝의 하나로 그 스텝의 복잡함을 5종류의 재료로 표현한 칵테일이다. 베이스인 드라이 진과 쓴맛과 단맛이 나는 베르무트가 훌륭한 조화를 이루어 보조를 맞추고, 그것을 오렌지 풍미가 부드럽게 감싸안는다. 셰이커에 드라이 진 1온스, 드라이 베르무트 ½온스, 스위트 베르무트 ½온스, 오렌지 퀴라소 ⅓온스, 오렌지 주스 2대시를 넣고 흔든 다음 글라스에 따른다."
"106",106,"테킬라 선라이즈 [   Tequila Sunrise ]","약 12˚","테킬라","달콤한 맛","테킬라의 고향인 멕시코의 '일출'을 형상화해서 만든 롱 드링크 칵테일이다. 비슷한 칵테일로 쇼트 드링크인 선 라이즈가 있다. 오렌지 주스와 그레나딘 시럽이 만들어 내는 색이 인상적인 일출을 표현하고 있다. 붉은 색에서 오렌지 색으로 그러데이션 되는 비밀은 그레나딘 시럽에 있다. 테킬라와 오렌지 주스 사이에 천천히 그레나딘 시럽을 부으면 질량이 큰 시럽이 아래쪽에 쌓이면서 절묘한 색배합을 만들어 내게 된다. 얼음을 넣은 글라스에 테킬라 1~1½온스, 오렌지 주스 3온스를 부은 다음 천천히 그레나딘 시럽 ½~⅓온스를 넣고 오렌지 조각과 체리로 장식한다."
"107",107,"테킬라 선셋 [   Tequila Sunset ]","약 15˚","테킬라","약간 신맛","테킬라 선 라이즈에서 오렌지 주스를 레몬 주스로 바꾼 칵테일이다. 멕시코의 아름다운 '석양'을 표현한 롱 드링크이다. 바 블렌더(믹서)를 사용한 프로즌 스타일로, 그레나딘 시럽이 자아내는 엷은 핑크 색이 산뜻하다. 레몬 주스의 신맛을 통해 상쾌함을 즐길 수 있다. 바 블렌더에 크러시드 아이스(잘게 부순 얼음)와 테킬라 1온스, 레몬 주스 ½온스, 그레나딘 시럽 2티스푼을 넣고 섞은 다음 차갑게 식힌 글라스에 따라 슬라이스 레몬으로 장식한다."
"108",108,"톰 앤 제리 [   Tom And Jerry ]","약 20˚","럼","약간 달콤한 맛","미국 남부지방에서 옛날부터 마셔온 뜨거운 드링크이다. 원래는 크리스마스 용이었는데 현재는 자양강장 드링크로 마시고 있다. 이 칵테일은 특정 만화와는 무관하다. 19세기말 명 바텐더였던 제리 토마스가 처음에 '코펜하겐'이라는 이름으로 발표했는데 동명의 칵테일이 있어서 자신의 이름을 앞 뒤로 바꿔 만든 이름이다. 처음에 달걀 노른자와 흰자를 따로 거품을 내는 것이 포인트이다. 감기에 걸렸을 때 마시면 좋다. 달걀 노른자에 설탕 2티스푼을 넣어 거품을 내고 여기에 거품을 낸 달걀 흰자를 넣은 다음 럼과 브랜디를 붓고 가볍게 저어서 하이 볼 글라스에 따르고 더운물을 채운다."
"109",109,"톰 콜린스 [   Tom Collins ]","약 16˚","진","깔끔한 맛","19세기 초에 만든 칵테일로 처음에는 만든이의 이름을 붙여 존 콜린스라고 붙였지만, 그 후 영국산 올드 톰 진을 베이스로 했기 때문에 지금의 이름으로 변경되었다. 1930년대 이후는 드라이 진을 베이스로 사용하는 경우가 많다. 셰이커에 드라이 진 1½~2온스, 레몬 주스 ½온스, 설탕시럽 1티스푼을 넣고 흔든 다음 글라스에 따른다. 글라스에 얼음을 넣은 후 차가운 소다수로 가득 채운 후, 두 세번 저어준다. 레몬과 체리로 장식한다."
"110",110,"파라다이스 [   Paradise ]","약 25˚","진","살구향이 강한 산뜻한 맛","파라다이스는 '낙원'이라는 뜻으로 그 이름에 걸맞은 부드러움과 밝음을 표현한 매력적인 칵테일이다. 에프리코트 브랜디의 맛이 포인트로 단맛을 즐기고 싶을 때는 재료들을 1/3씩만 넣어도 좋다. 쓴맛을 즐기고 싶을 때는 드라이 진의 분량을 더 많이 넣으면 된다. 자신이 좋아하는 맛을 발견하는 것도 이 칵테일을 즐기는 방법 중의 하나이다. 셰이커에 드라이 진 1온스, 에프리코트 브랜디(Apricot Brandy) ½온스, 오렌지 주스 ½온스와 얼음을 넣고 흔든 다음 글라스에 따른다."
"111",111,"파인애플 피즈 [   Pineapple Fizz ]","약 15˚","럼","깔끔한 맛","파인애플 주스를 사용한 피즈 스타일의 롱 드링크이다. 일반적으로 피즈는 술, 설탕, 레몬 주스를 잘 흔든 다음 소다수를 넣어 만드는데, 이 칵테일은 레몬 주스 대신에 파인애플 주스를 사용한 것이 특징이다. 셰이커에 화이트 럼 1½온스, 파인애플 주스 ⅔온스, 설탕 1티스푼을 넣어 잘 흔든 다음 글라스에 붓고 얼음과 소다수를 채운다. 장식은 파인애플, 붉은 체리를 칵테일 핀에 끼워 글라스에 걸쳐 놓는다."
"112",112,"피냐 콜라다 [   Pina Colada ]","약 10˚","럼","달콤한 맛","1970년 카리브 해에 있는 푸에르토리코에서 탄생한 칵테일로 플로리다의 마이애미에서 뉴욕에 이르기까지 크게 유행했다. 현재는 트로피컬 칵테일의 표준이 되고 있다. 크러시드 아이스(잘게 부순 얼음)와 계절 꽃이나 과일 장식이 보기에도 좋고 시원하다. 베이스를 화이트 럼 대신에 보드카로 바꾸면 하와이에서 탄생한 '치치(Chi Chi)'라는 트로피컬 칵테일이 된다. 셰이커에 얼음과 화이트 럼 1온스, 파인애플 주스 2온스, 코코넛밀크 1온스를 넣고 잘 흔든 다음 크러시드 아이스를 채운 트로피컬 글라스에 따르고 계절 꽃이나 과일로 장식한다."
"113",113,"핑크 레이디 [   Pink Lady ]","약 20˚","진","약간 단맛","1912년 영국 런던의 한 극장에서 '핑크 레이디'라는 연극이 공연되었는데 대단한 흥행을 거두었다고 한다. 성공적으로 공연을 마치고 열린 파티에서 여주인공 헤이즐 돈에게 바쳐진 칵테일이다. 아름다운 핑크색인데다가 그레나딘 시럽의 단맛이 진의 쓴맛을 감소시키고 계란 흰자가 목넘김을 부드럽게 하여 여성들에게 인기가 좋다.<U+00A0>셰이커에 드라이 진 1온스, 그레나딘 시럽 ⅓온스, 생크림 ½온스와<U+00A0>얼음을 넣은 다음 계란 흰자 1개를 넣어 만든다. 셰이크할 때는 계란 흰자와 재료가 잘 섞이도록 충분히 흔들어 주어야 한다. 완성되면<U+00A0>샴페인 글라스에 따른다. 여기에 탄산음료를 넣으면 핑크 진 피즈(Pink Gin Fizz), 생크림을 넣으면 핑크 로즈(Pink Rose), 그레나딘 시럽 1티스푼을 더 넣으면 페어리 벨(Fairy Bell)이라는 칵테일이 된다. 
- 너트메그(Nutmeg) : 비릿한 냄새를 제거해 주는 향신료.(육두구 열매)"
"114",114,"하비 월뱅어 [   Harvey Wallbanger ]","약 15˚","보드카","깔끔한 맛","캘리포니아의 서퍼였던 하비가 경기에서 지고 마음을 달래기 위해 마신 칵테일이라고 한다. 이 칵테일을 마시고 취해서 벽에 부딪히며 돌아가는 그를 가르켜 사람들이 '벽에 부딪히는 하비'라고 부른 것이 이름의 유래가 되었다. 스크류 드라이버에 갈리아노(Galliano, 약초·향초 리큐어)를 첨가한 칵테일인데, 갈리아노는 가장 나중에 띄우듯이 따르는 것이 포인트이다. 콜린스 글라스에 큐브드 아이스와 보드카 1½온스, 오렌지 주스 적당량 넣고 바스푼으로 가볍게 젓는다. 여기에 갈리아노 ½온스를 띄우듯이 따르고 오렌지 조각으로 장식한다."
"115",115,"하와이안 [   Hawaiian ]","약 20˚","진","달콤하면서 상큼한 맛","하와이의 칵테일이라는 이름 그대로 상큼한 맛을 느낄 수 있는 칵테일이다. 오렌지의 달콤한 맛이 많이 느껴지는 부드러운 칵테일인데, 드라이 진의 배합을 늘리면 쓴 맛이 강한 '훌라 훌라'라는 칵테일이 된다. 셰이커에 드라이 진 1½온스, 파인애플 주스 ⅔온스, 오렌지 퀴라소 ½온스와 얼음을 넣고 흔든 다음 글라스에 따른다."
